,price_doc
145,4192949.696658264
146,2883666.143156037
147,8754624.829087183
148,9356043.010293843
149,7207286.508076767
150,6614185.41973648
151,7486874.932078683
152,6419420.111855478
153,9233478.686691493
154,6629464.685648038
155,5431820.212468712
156,4615894.040693375
157,5782417.080409921
158,3624920.507457559
159,6376423.5095679285
160,11013464.038687909
161,9193366.111637596
162,5163343.673497042
163,8293272.452495521
164,5760572.906424045
165,9365568.41489309
166,4775276.723850121
167,8958883.303714005
168,5929916.074956759
169,9562195.972713083
170,9219379.367908854
171,6648448.639226739
172,5829821.683602648
173,4800831.14421118
174,21907255.50758236
175,2802183.6270644306
176,4924440.730867028
177,3075592.952452821
178,4907681.751472232
179,579493.5314496118
180,4014492.7750329953
181,11078043.094636464
182,4455910.4235525355
183,6683826.541809678
184,9987630.250239158
185,4873087.87609975
186,9050417.765302688
187,5623012.977202288
188,9803025.287912657
189,15619012.548185762
190,12602940.342440825
191,7203161.550652394
192,3136145.156717707
193,4475045.998639426
194,7167110.336198065
195,4680902.4890781585
196,3155691.5061748438
197,8990275.380346082
198,11801824.076845758
199,10881471.904675985
200,13575142.518829405
201,2229159.839718262
202,8498064.4454614
203,5875349.148823278
204,14423435.976554947
205,7281390.223690088
206,6183683.678001477
207,2476970.827237979
208,7536836.820273584
209,9740369.417640382
210,5770364.14984246
211,7646446.7728779465
212,8157204.528705149
213,4911669.742883183
214,4215339.991563517
215,11995355.71243314
216,22612896.84745666
217,5072338.00255854
218,7902872.644314757
219,11676469.788263556
220,6413312.573746682
221,7018906.1144934865
222,7265532.35621273
223,11299816.623759417
224,9181635.198458575
225,6266350.271411703
226,4707096.240399671
227,9203684.578198988
228,6771270.381119738
229,3482744.252927575
230,8235495.845288419
231,8702662.225947596
232,18605839.14920072
233,3773369.1863799295
234,13869176.914864484
235,5594291.37861153
236,6948494.314931589
237,4282885.895834883
238,4810186.869757579
239,6616071.525633791
240,7620898.1303698
241,4132998.372599312
242,9740369.417640382
243,6361009.545953134
244,15812086.75194176
245,1077330.096686745
246,8536338.062844833
247,3964562.842911106
248,7623355.640685278
249,6128723.334354267
250,10356083.282957263
251,7491802.1748462245
252,12677345.793713756
253,8400538.42237911
254,9408626.603081137
255,3587929.293122172
256,6435556.936260496
257,6816204.958039312
258,5214171.911158329
259,12113818.598051677
260,6151964.480404392
261,5108871.695948171
262,6127581.204422062
263,8317253.800372097
264,7032109.195190919
265,3176230.3468910074
266,6850066.852698981
267,764429.0855299601
268,4606731.426524765
269,4839046.755969434
270,10368689.7175477
271,8527273.508397479
272,5204026.167494905
273,16192569.471154748
274,13792078.864843566
275,6066363.0723855365
276,5312927.762922362
277,5842238.056887668
278,631150.1286517687
279,8669489.127624463
280,7395744.65172585
281,4156391.0797702027
282,8189104.941473415
283,6609339.703236117
284,10353397.315729002
285,6841953.0135848895
286,3921760.0421170434
287,10491643.431756683
288,6592542.800815555
289,9336608.430830613
290,6856360.69458106
291,5013374.650298667
292,3995014.6676638797
293,11495661.460437557
294,5733743.92624141
295,6523249.328345362
296,7191830.862431148
297,2882331.331495471
298,9793708.499589488
299,8843343.802925348
300,5629692.200500534
301,13244365.215298496
302,6624095.555760058
303,7070176.332126391
304,10159754.561006168
305,6276407.339685995
306,8056550.57441899
307,6159520.4586189
308,5709194.331469446
309,5716821.152966425
310,3235840.063386003
311,5838296.356906187
312,4633118.96428508
313,6793711.142869038
314,5837091.269881679
315,7588848.703800258
316,7436438.546083789
317,9049387.68296642
318,6246736.2674804665
319,11585835.687016672
320,16524487.698640054
321,12510953.199017163
322,12338157.543832174
323,11665453.490680968
324,3175383.6826938316
325,12058488.28436968
326,16775333.093318941
327,6667533.428567805
328,25300894.99407112
329,3074283.1933167316
330,3477920.0179607854
331,13349555.06170357
332,6182511.609293582
333,6836264.72373731
334,8687847.289925495
335,4390843.758203408
336,12300193.02901007
337,4249370.02462278
338,6202735.511897979
339,5215647.738043905
340,3102309.7697108206
341,4653511.445034834
342,9378988.909983601
343,2100550.254755913
344,7810602.342650786
345,11511831.133094488
346,4979151.256085001
347,17432370.707738694
348,10373977.677196953
349,6554899.447030973
350,4203278.535484745
351,5810376.118192237
352,11502548.89276413
353,6257608.923828945
354,7021404.748324417
355,6275476.872242011
356,9748471.943381486
357,5035772.190836328
358,5758102.36037717
359,6238346.003207204
360,4822667.609734012
361,8844011.049771406
362,6381078.070241177
363,5569138.077495436
364,5264973.624163544
365,6458576.447895984
366,13839690.62096438
367,11116836.047817884
368,7301079.550926482
369,6648559.194375298
370,8195853.074790874
371,10009481.989535665
372,4708327.132222226
373,6375313.640944186
374,8810822.04318437
375,4107083.5573898577
376,4569653.591606901
377,4529231.218447387
378,8324389.748270393
379,3138686.923144979
380,6852542.223870077
381,6872054.169422185
382,8294143.645042307
383,2407133.77689618
384,4818361.101460644
385,6541965.756606786
386,6711007.06145367
387,7728291.923440388
388,7488391.782874155
389,4823909.526664124
390,7168207.08467651
391,8509080.966837922
392,9309599.79098351
393,6263571.713271595
394,9166989.763572875
395,6293466.312991578
396,6830911.06310002
397,9062859.482000818
398,4442909.231350555
399,3599362.8600974614
400,6273937.2102367245
401,7289286.013215105
402,4730844.678028809
403,11123359.255555874
404,5248656.847244839
405,10091498.722497076
406,6718218.003058949
407,2100550.254755913
408,10101237.377285067
409,3143459.7712575523
410,5353534.706603384
411,5730295.816507076
412,8764579.886291392
413,6273174.905882299
414,4330211.26521376
415,6856772.051433265
416,8193861.611652218
417,3910751.34775771
418,4007022.320839575
419,4782950.294771473
420,5737378.142410017
421,4683492.171622888
422,6002300.936651188
423,9527948.472623307
424,7806864.328642798
425,5691410.440706281
426,3100719.5304634017
427,7161229.234732449
428,2130945.082263248
429,6251074.37828161
430,9029713.122015221
431,5320491.78777897
432,8334216.450985162
433,13347364.786714965
434,3680113.6406523306
435,11250637.414144196
436,6965129.433586325
437,5717856.515010484
438,7530790.941730447
439,18725991.400425483
440,7134039.275271849
441,10234055.355310934
442,5304672.413607764
443,9042023.560242828
444,7471679.606880988
445,4049800.7418734333
446,5448170.4673852585
447,5152721.0711158505
448,6827072.092990767
449,3235030.5329012577
450,6127727.044790381
451,17732134.40263687
452,6909542.006099639
453,9088071.279080883
454,5182193.1794056045
455,6101491.133742771
456,11976105.6209879
457,7974892.771359008
458,5526939.5357520245
459,4923291.316625504
460,14051052.167856593
461,7601689.469156084
462,6064215.66849482
463,9288554.959529152
464,4608268.596062554
465,10224029.273889257
466,6417381.877471676
467,7807905.552382169
468,3349184.2305236855
469,5655339.687022507
470,4452894.828617339
471,4500017.012986222
472,15928610.19812676
473,5964158.098767043
474,6990305.544953721
475,5719699.099083461
476,7147148.00425357
477,14263409.799724007
478,8525863.994830918
479,10161512.47920142
480,4198634.814080587
481,7230625.13444504
482,6192948.219229008
483,6612807.512399753
484,28386560.56753809
485,8526306.063853491
486,8793149.773577793
487,9623091.187657626
488,11242305.895949746
489,3493481.0481613693
490,4285812.071042604
491,6280012.96394292
492,15658792.734686933
493,12293957.043970637
494,3792849.429580669
495,3113744.974904743
496,6317733.602537335
497,14090713.056587247
498,3153104.6726025026
499,4746770.316371684
500,4800939.36753364
501,8913465.306554882
502,5543561.656776991
503,6149937.619710391
504,9844948.320489198
505,2913844.983361183
506,9891217.057562206
507,6676319.424145001
508,6413867.517979165
509,3684888.976099133
510,5401679.318322649
511,4106256.367065486
512,9770649.696865425
513,10422538.767559577
514,7194530.805699641
515,7974027.226106452
516,12577217.753231993
517,10537942.927404104
518,2828260.1182587445
519,8276702.732507826
520,5908576.55429937
521,8283439.032398769
522,5298224.3986134
523,8138503.561321161
524,7362330.954288918
525,7655583.771808194
526,10073887.376870828
527,6885824.961645864
528,9841705.194905281
529,8761765.17183711
530,4089483.1116351057
531,2938514.7185490485
532,5880018.588808579
533,6669091.008924508
534,5938018.886066821
535,8673817.199937275
536,7044026.047199093
537,4160802.3067949545
538,5729240.872501002
539,6960693.38040687
540,11941695.389466297
541,7960787.511569807
542,4143943.989585813
543,8684703.3985997
544,6746489.436881773
545,4485200.168509709
546,6401250.316612262
547,11949846.492149828
548,15434894.257827029
549,9303371.271247534
550,4924708.857937522
551,6064866.656619319
552,6913614.667873989
553,5502200.5838854555
554,6848169.148883669
555,10239400.407406218
556,6007182.346860483
557,8120428.433913049
558,11387612.292679328
559,8260397.408461307
560,7254539.301491119
561,8858471.912485955
562,7498150.385646165
563,23427207.205922406
564,4231567.578730629
565,8053949.845676477
566,5267798.038139901
567,4298010.941919569
568,4027563.2504868456
569,6719863.026381215
570,8163823.756952652
571,6994933.73040324
572,12723492.989530006
573,9355331.74862156
574,6093323.0859080935
575,9034002.177389992
576,7598792.78238518
577,5904050.891968685
578,3495191.4264107496
579,13428101.356993876
580,6632768.430063102
581,5732314.584673733
582,12556833.242386306
583,6416216.19839745
584,7174591.061960937
585,3214257.544845975
586,6996829.491424813
587,7013753.35501946
588,6660142.53362341
589,3209407.582164714
590,4950536.9974744115
591,14044299.90664181
592,4840022.640489451
593,10474392.164423894
594,4673568.333670656
595,4930769.3305597035
596,4192066.4824260487
597,2896405.074401757
598,9090571.005526723
599,2100550.254755913
600,6941251.5053049205
601,6497654.781547218
602,8417547.588837426
603,5208053.9692146545
604,4791349.266030765
605,4679864.751048998
606,6721491.724661173
607,2917503.166209106
608,11063867.98659459
609,4358210.223549114
610,8664650.13846158
611,10161690.243930222
612,3384168.838380736
613,5606843.145068338
614,5898078.8555372
615,6933410.438908948
616,20054393.654681433
617,3343542.8320178394
618,6922339.733597155
619,7203161.550652394
620,6765279.685295946
621,5442806.855871313
622,18586930.38583589
623,12493676.028962605
624,11174082.404911235
625,17027405.60216265
626,5013105.765823935
627,4764359.763267462
628,6243349.004309492
629,12820806.584391577
630,5430876.281946459
631,7428301.200990145
632,4406213.580874201
633,15682660.072684105
634,7553721.357110162
635,4980045.2835630225
636,8520850.310204897
637,10543051.162531972
638,6075310.121119551
639,3626796.970274873
640,4986123.795539926
641,4824003.136259223
642,7279972.048499513
643,7254370.656693952
644,3714956.345662911
645,3279447.396666148
646,6191369.358622127
647,5821910.298720932
648,6684322.888901358
649,4504213.024691205
650,6368769.008910826
651,10119845.06880399
652,17522271.103032257
653,5692249.584443339
654,5841990.098975415
655,4903890.096517722
656,10951885.952477293
657,8705366.982303806
658,9542996.458760686
659,10590081.997150794
660,7392362.131338166
661,10640024.400323402
662,11536746.654821957
663,4978244.61818839
664,6858391.878047785
665,3511320.6493015103
666,8952888.46998133
667,7776872.9893027805
668,8744029.465936614
669,4458473.91195146
670,3524088.727964422
671,5555279.480364228
672,6332474.820305862
673,13056009.539372088
674,7080974.426554394
675,2150404.25717258
676,8824531.824457187
677,6581847.87570232
678,8859966.29752136
679,4850828.889416315
680,13739975.1096516
681,7102995.173181444
682,19560061.580516152
683,5467513.351026881
684,11426167.698488547
685,6539210.854255261
686,6631027.19500582
687,3184849.0527598457
688,4887751.174772992
689,5613748.896406305
690,5572881.55622829
691,6292761.035373618
692,5319722.356494156
693,7575570.520932879
694,10524613.17130613
695,8555138.425515728
696,6033554.890012506
697,13570711.088591048
698,4771980.402398933
699,9843419.148315024
700,10223607.478148334
701,16363999.069402616
702,4188557.87151728
703,8851779.48559221
704,4288911.771114781
705,4455885.335302975
706,4732732.619510804
707,648097.9050472457
708,6216028.791596024
709,8086395.035961618
710,6136139.889000409
711,4153880.1357051977
712,9837954.32956628
713,3608994.1719594393
714,4446072.904254285
715,4700961.168761235
716,7099945.47806412
717,11834464.091572527
718,3891340.7449416383
719,5807144.816295754
720,8718273.35533452
721,8322913.13773725
722,5005533.4130514935
723,14673085.920405958
724,7227261.467916847
725,6700428.9067903925
726,10360635.520116262
727,3572122.312395891
728,4146965.3101831963
729,6870006.967668416
730,3098241.0011279252
731,8191644.094347263
732,6153551.222416167
733,4592488.4629344335
734,5959249.558930491
735,5045597.6546173
736,5940313.706140276
737,8545150.77669004
738,5655886.010630319
739,11124997.575588671
740,7051710.733145924
741,4418290.77107173
742,5378628.248030855
743,7085330.6691316515
744,7942936.699659609
745,4076393.8343977206
746,7038212.481156102
747,3502978.1808752734
748,6451719.759902667
749,9036557.976919418
750,6569635.0616090745
751,755254.7690615661
752,6543221.319065199
753,8744280.407011436
754,13025388.431902222
755,3873485.0541226137
756,6614375.373516592
757,4104083.8539776993
758,6651997.929698806
759,6355714.561063603
760,6616953.251985309
761,5011530.490297975
762,7315950.877517102
763,11720305.920435745
764,6674624.002088831
765,13487523.143525807
766,7378583.878317016
767,6482611.501011252
768,6870963.763222295
769,3729011.523991541
770,7142220.804272093
771,8728432.779280493
772,10628026.032812398
773,5042598.702848286
774,7500588.225874952
775,9229964.420103181
776,5722725.274679488
777,6929049.5655717235
778,6683073.050483015
779,8413652.15377503
780,6799018.870360992
781,11276299.142761912
782,7516942.143285258
783,4913812.2917635385
784,10787607.881769931
785,12999100.388931466
786,8817315.688788341
787,21818904.814984377
788,5320491.78777897
789,5830430.744992172
790,3607517.506494681
791,12211662.709349955
792,7999450.591040285
793,3557358.6629687096
794,4183078.793508088
795,8735936.133472878
796,4006744.1590567967
797,5073449.241087541
798,16655320.249622619
799,8352794.899294475
800,6183872.774074666
801,6995175.175131182
802,6399843.2508398425
803,6375955.45210178
804,10507410.661354175
805,12298306.52268859
806,9958582.501914082
807,6925190.558853963
808,11980304.617581913
809,6841820.643275629
810,5174136.1916297395
811,4324311.033121738
812,8247741.818725565
813,9675300.431372615
814,4217325.970194334
815,10145675.908310875
816,6019208.964602712
817,6881959.0545937475
818,3391077.062603549
819,7112005.243939156
820,3701684.0316313966
821,15313094.94984457
822,8745393.607267903
823,7842319.11716072
824,3992392.2130801827
825,9108570.132225106
826,8329508.245123258
827,7157784.478997354
828,5790063.564991943
829,9064253.20675508
830,6671988.674323942
831,14512599.988561243
832,2875354.4926708583
833,7114100.292800964
834,9209177.384938365
835,9743774.351858811
836,32328035.850292563
837,5911792.912473241
838,6112423.874823216
839,12595356.029121771
840,6653370.6225582715
841,9614956.569527673
842,11285416.656456705
843,21707454.307364367
844,8927509.270979369
845,6971047.397875114
846,6638968.54665196
847,8095416.865136148
848,8406719.182296421
849,8869099.909748903
850,7310224.021572008
851,6690776.467513692
852,8286233.487287246
853,8188274.341795518
854,13059731.214283727
855,5132702.063758521
856,8569303.443408614
857,8487853.007808713
858,6495030.055169229
859,5710817.415856657
860,4183078.793508088
861,6496994.854636542
862,8684864.655183831
863,8587573.401018545
864,4279539.661691244
865,5022872.680293075
866,7647149.977536682
867,9167690.076103678
868,5541796.142834097
869,3036981.858568833
870,4266443.49911611
871,4732483.133848953
872,3500642.4179415153
873,10208066.506248014
874,12956174.823525677
875,12738809.031527676
876,3483753.1531048464
877,6284036.586264361
878,11734050.426515806
879,5423834.798370657
880,8603174.990673065
881,10572402.96127968
882,4673442.862557153
883,4988661.680886771
884,2768640.8211283726
885,5971742.526010634
886,10431611.36288254
887,5499926.962753941
888,9525996.442724083
889,4781101.975256935
890,4254993.303306242
891,3080651.389638905
892,7570211.999728236
893,9641568.407433297
894,7177807.73717923
895,4697185.181252734
896,8644224.870271046
897,10163852.896717854
898,6546578.980524955
899,5702599.603084128
900,6617320.888995125
901,5567992.804374179
902,6705197.555307623
903,9560946.50839472
904,7325563.330746061
905,26996244.210105717
906,5180771.942028836
907,7440646.014171614
908,5349485.317679466
909,9067720.914969483
910,18170209.29769438
911,14521347.764961718
912,7859900.143829445
913,13923796.193307638
914,5283132.740712144
915,4074567.448956922
916,9115677.54213035
917,4782676.077514462
918,12329001.427343905
919,8625473.502723217
920,6617387.198160071
921,4590886.907014061
922,10984839.383410139
923,6225581.049603309
924,2892496.602740826
925,11846857.704223005
926,4448032.079940228
927,10939906.689640863
928,10005936.67541117
929,5013306.113518914
930,5841552.585341902
931,4185543.339896621
932,5864309.11616301
933,2942275.2139108214
934,6783156.441990608
935,3354695.5348441335
936,11116301.304408154
937,9450800.479807016
938,11924777.993412571
939,8194383.9394577015
940,5836741.632692055
941,11853460.93652476
942,6474040.904458312
943,6453308.709418968
944,8823264.12537215
945,10195935.400808712
946,8040446.302449865
947,8707826.666647578
948,6616336.461204864
949,7108973.227844033
950,26404334.20890061
951,6059826.060426553
952,4898282.861139542
953,5996916.447214598
954,8754297.44204377
955,16510535.01595523
956,4493611.808240569
957,5103526.308004353
958,4913608.014206171
959,6358779.1627608845
960,3481283.382293018
961,12154839.753676591
962,8822884.365298059
963,12585894.478500526
964,9283931.452818476
965,12364696.850198412
966,8435812.86771798
967,7538857.902643101
968,7246405.881461615
969,14298122.751484463
970,7285220.755370619
971,11236452.973409005
972,10518962.62102893
973,6668271.87125955
974,10302048.364105353
975,9091701.925864074
976,7082816.057918603
977,9489431.784254525
978,9456517.69537292
979,3186405.8491561194
980,5739323.165246441
981,7730113.235451694
982,4950536.9974744115
983,6878234.8436886845
984,15956537.656828266
985,8104681.873538513
986,5040146.813651265
987,4900574.095506146
988,3032788.648249577
989,5180000.45484152
990,7782612.881285564
991,6703347.234623939
992,30966138.461783327
993,2913844.983361183
994,13371696.237736553
995,4974022.580625114
996,4985085.854603141
997,10771232.090070032
998,2782487.201400446
999,7925910.464171089
1000,3784035.888810113
1001,8433516.286916573
1002,19846587.01728999
1003,7633755.427506573
1004,5817237.356498603
1005,7433387.099668581
1006,9633292.288690789
1007,8465996.093769776
1008,11315796.214936245
1009,9711627.769649558
1010,7450790.321711325
1011,3653660.737093813
1012,2701825.1560090925
1013,6431098.543804252
1014,10983581.341945484
1015,8674701.122722471
1016,3707547.1542074545
1017,6348034.049389732
1018,9218466.447775574
1019,11943804.945926357
1020,6141780.274245046
1021,6532650.433979575
1022,9957880.035510655
1023,4495224.070306108
1024,5665166.841374782
1025,10855485.66589154
1026,10508795.37252946
1027,10398830.166903699
1028,10911130.95367147
1029,5884677.918069367
1030,10761276.428960063
1031,12598685.120586902
1032,7820994.877726139
1033,6884930.340717198
1034,7234013.5763353
1035,6228763.936836888
1036,6940238.155160184
1037,5128340.571379449
1038,6721825.088675569
1039,22642744.671172313
1040,15912078.872299846
1041,2453999.03505239
1042,14107567.31902966
1043,6927030.822347138
1044,8377961.506446009
1045,6766205.57482005
1046,7895224.353028295
1047,4930215.262125713
1048,4218859.514320733
1049,7696733.5788588915
1050,7915491.798611115
1051,11752695.503396569
1052,5367241.085991887
1053,9030739.30067681
1054,5420940.823417921
1055,5512536.563554273
1056,6222313.391867887
1057,10673732.17870342
1058,5242422.181709696
1059,12185500.737259995
1060,8224319.464928508
1061,11587345.604884736
1062,9616094.236156726
1063,4519439.558949151
1064,4850161.624722856
1065,3949375.105599315
1066,8632668.723845892
1067,2951740.1550427824
1068,5489024.192778428
1069,3054298.242890802
1070,4913188.4236256005
1071,8175498.573623542
1072,12714987.459379118
1073,7097336.48907496
1074,6997599.88677983
1075,5703123.496427023
1076,5275229.743501739
1077,5921407.861987498
1078,7942320.816803549
1079,7871313.719820378
1080,7884220.212902747
1081,4644457.573473751
1082,6331349.230686135
1083,6317726.37421571
1084,9702741.47420527
1085,2858784.9873086335
1086,6459739.269521698
1087,7990406.351614779
1088,18960296.790922616
1089,3409814.1298016864
1090,10030954.090691566
1091,7736122.116296994
1092,6658046.987475383
1093,12838209.49020508
1094,8566075.992543446
1095,7550210.510716325
1096,7554525.61023863
1097,6714952.554305931
1098,3266697.21460191
1099,4938916.968734961
1100,11195468.99828176
1101,5202008.535093456
1102,9086075.381197749
1103,4211294.629080483
1104,6780998.815493259
1105,5113108.469388602
1106,6664173.412268316
1107,6057075.645602422
1108,8656794.582285285
1109,9653644.92717894
1110,4049052.1837264076
1111,7014135.310270904
1112,11256854.291155182
1113,14824796.350203529
1114,10720087.673526306
1115,3786090.6040632087
1116,6365018.877408375
1117,7469803.783043619
1118,7638381.519030022
1119,9367592.909817245
1120,7972072.395727016
1121,6313693.959155221
1122,3860555.6302362066
1123,6030260.946306616
1124,3767788.260800421
1125,8178853.162156232
1126,7476896.260910336
1127,20003231.409005664
1128,4553198.733406468
1129,11900086.557519563
1130,3820705.839649617
1131,5040146.813651265
1132,6037411.140119815
1133,7222459.081554809
1134,4834643.479287053
1135,6864255.150475811
1136,8850378.29665865
1137,5095832.9599199165
1138,6543315.756728631
1139,4415844.518444386
1140,13128070.646172192
1141,9036263.511786485
1142,11188453.285038702
1143,5107553.480418865
1144,6880975.46219344
1145,9441399.560089186
1146,4742633.05068677
1147,7514961.08775348
1148,22120286.416075505
1149,11503776.800576363
1150,4366426.736351845
1151,9383151.538127553
1152,6913831.845657296
1153,7431482.503695491
1154,10090525.642149378
1155,11463125.807228446
1156,3482744.252927575
1157,5786449.604478182
1158,14241401.160998626
1159,5769660.867435637
1160,9234054.736178676
1161,11466590.987906655
1162,6249980.923288346
1163,4842985.843061842
1164,6676450.816894886
1165,3364084.3699016925
1166,11989068.041720144
1167,3762182.1761731887
1168,2975705.0193557395
1169,6767751.266601269
1170,12214046.525670981
1171,5389538.894917436
1172,9373937.945044966
1173,6090224.619432776
1174,10406478.021074302
1175,5940680.205193289
1176,7294776.436780806
1177,10708531.322688611
1178,6005395.028803916
1179,5684019.3149176035
1180,6293168.428390101
1181,4991057.013290523
1182,21940699.17077659
1183,7486067.976866063
1184,4841158.941017949
1185,7674220.240130228
1186,5312256.071145425
1187,6269362.700074594
1188,6839641.578307756
1189,3630752.7818994364
1190,3947255.988052948
1191,4204514.611594746
1192,6522042.425510809
1193,8094880.135392647
1194,7869631.145266566
1195,12023307.301348723
1196,6827602.027168497
1197,6354718.276473487
1198,8678075.251978403
1199,9631317.029871484
1200,8932017.230258357
1201,7643498.49699303
1202,7228808.36804524
1203,4178606.370277547
1204,5000146.0702381395
1205,8558855.353340091
1206,6232431.685085771
1207,6694726.312743869
1208,3437831.896364569
1209,6988815.411562761
1210,4304156.078327331
1211,3259050.862385667
1212,13898004.714335231
1213,13383100.334021816
1214,9801353.968778946
1215,3628796.07515482
1216,5990814.119462377
1217,3479951.4601973062
1218,5026877.064242781
1219,7362595.490450542
1220,8195853.074790874
1221,7012996.808972034
1222,3006836.473792919
1223,4420487.043431799
1224,2913969.864831944
1225,5435435.0508886
1226,5724059.4315262465
1227,8729468.175774291
1228,6713092.9502763115
1229,8894197.978067206
1230,6290514.544139236
1231,10657609.81795921
1232,7029281.956904852
1233,9849364.406389967
1234,8761656.719167974
1235,4633649.525845095
1236,12375053.75194681
1237,7480725.472950461
1238,8479772.049363436
1239,5761212.673368963
1240,4943625.894680427
1241,4356681.37178587
1242,5697074.426273012
1243,8806192.371647403
1244,4686596.108675673
1245,7252568.18686897
1246,6706634.778354652
1247,4113982.384228358
1248,6662679.405799613
1249,6721708.0894864695
1250,7055293.281584428
1251,5008377.944204028
1252,12745654.948322285
1253,7208287.317966179
1254,4651415.507787541
1255,5653549.183496452
1256,3493263.194710746
1257,7684331.872806839
1258,9228706.414074952
1259,4523413.174288693
1260,4795445.01158155
1261,2953952.1559863426
1262,6399577.739727593
1263,4809332.923335037
1264,5736407.8687365735
1265,6629906.239994683
1266,8063479.547605833
1267,11667190.874156598
1268,12185787.788054109
1269,8394953.704537394
1270,4335485.191126693
1271,4137766.6260594986
1272,10324868.207824133
1273,4855327.890234486
1274,17935568.512175538
1275,5032368.7977024885
1276,9763139.442101473
1277,7840365.37015606
1278,4042316.400457189
1279,3478267.7464084853
1280,9699496.414797012
1281,12670337.221875168
1282,2358062.417772038
1283,6615627.637965872
1284,6604451.0819340395
1285,5785989.264974876
1286,5635327.214580138
1287,13354657.031294232
1288,2844081.523884862
1289,12100171.54406101
1290,6493145.890424614
1291,3498016.5517339953
1292,9906618.133221328
1293,3265988.09734899
1294,7024148.48489584
1295,9439718.720140928
1296,3717927.41106836
1297,3511320.6493015103
1298,8262661.866181247
1299,6518480.510532144
1300,5268802.475623292
1301,13729591.185327958
1302,2175371.0479175476
1303,4093963.9859331385
1304,13182289.829486733
1305,9530671.52685724
1306,6946515.02986293
1307,8337642.826473698
1308,7717805.217909415
1309,3319063.102855925
1310,6002288.062236828
1311,6953508.51989307
1312,4862118.241243547
1313,6836443.68522522
1314,5831486.637491632
1315,5668187.410699274
1316,3480421.1517369496
1317,10213467.004931947
1318,6483161.100456957
1319,11015179.663482701
1320,5500533.381753653
1321,5772002.422613364
1322,5118014.344382707
1323,15557111.126745466
1324,7121540.78102732
1325,4693475.196435931
1326,6587551.855624903
1327,2996982.434319228
1328,9038415.132999634
1329,7236777.825147845
1330,5830269.706542828
1331,2859639.256879803
1332,7126470.569685951
1333,8311047.341243099
1334,8451703.005467156
1335,7874374.607170925
1336,3618392.4922551783
1337,9022867.651772326
1338,7769042.090844728
1339,5801803.272330346
1340,7485199.317051714
1341,5553507.908039266
1342,5184642.00297999
1343,3042691.516530061
1344,6889106.0178709505
1345,6844578.636493301
1346,13111545.388726484
1347,12425035.698147608
1348,6702416.605978332
1349,4431115.831292013
