,price_doc
222,7162989.921378887
223,10914383.22298416
224,9131593.421527559
225,6050969.949702353
226,4874290.7683115695
227,9723514.112746792
228,6776166.817249435
229,3644109.428993276
230,8804477.108518867
231,9149823.642981563
232,20342528.093562216
233,3523244.4096970805
234,13653613.951389028
235,5969184.329290508
236,7520470.533558006
237,4521746.677299195
238,4900865.771640741
239,6675232.790392477
240,8003122.298924122
241,3999338.687589804
242,10287070.851989778
243,5982368.149859091
244,17026215.804801427
245,0.3575146794115736
246,8723710.12861429
247,3985792.6977443052
248,8124466.8679962205
249,6386115.671352303
250,11114512.119216809
251,7382475.50549621
252,11903608.4029428
253,9053003.125287298
254,10106882.322324736
255,3615272.485633187
256,6450103.847105965
257,7165448.755795858
258,5190899.640001777
259,11692410.888608394
260,6608603.609366622
261,5344126.0332654575
262,5934857.0202650605
263,8635838.066541793
264,7011364.404903157
265,3238207.7455683
266,7112886.087760899
267,0.2632855489488028
268,4496912.252656829
269,4969454.34123818
270,10454787.396482553
271,8285155.268111263
272,5447715.559791375
273,15331236.26309475
274,14455566.742868992
275,6114730.437985229
276,5668665.299287238
277,5618054.176968236
278,0.21182187037022746
279,9303772.99683581
280,7535476.492152652
281,4139895.032311936
282,8442559.354219742
283,6454648.449622894
284,11165279.565590573
285,6647495.523455922
286,3971359.0512902946
287,10293503.79362962
288,6990061.096970128
289,9844862.15259256
290,7114163.041225289
291,5290339.6425435385
292,4219227.975361972
293,11283464.198807374
294,5766347.666875968
295,7083273.236965852
296,6944989.1119521735
297,2960498.1731896144
298,10045079.806730596
299,9279968.949228691
300,5939398.826233132
301,12153425.411102556
302,6590871.572815807
303,7438129.897727024
304,9869973.78432771
305,6423404.925120786
306,8109568.472216543
307,6570422.685226409
308,5997137.785431674
309,5601539.469575038
310,3410247.7096477533
311,5745069.755947744
312,4870722.245233766
313,7209112.143527122
314,6124217.804120029
315,7749206.3436531
316,7321227.782945556
317,9799190.2721825
318,6708399.010824647
319,12127104.5646833
320,15395159.19641323
321,12003775.785766223
322,12002338.7808787
323,12248799.808240822
324,3247120.6174629163
325,11496837.84757989
326,20076620.479921106
327,7066346.685141695
328,28635068.467603337
329,2885511.2936556647
330,3503139.9568038764
331,13922639.498387108
332,6642745.102837995
333,6738288.286279368
334,9076852.80556966
335,4635951.639729029
336,12073561.906225078
337,4400122.021758305
338,6089929.665697826
339,5293426.192619476
340,2948102.78710015
341,4647789.799641329
342,9202973.98976136
343,2117294.951830216
344,7613765.54374417
345,10880010.015928388
346,4819971.584571757
347,21463098.134877883
348,9769896.029627932
349,7338781.932733753
350,4233043.418720945
351,6080657.444323109
352,10896077.142429423
353,6655275.475462087
354,7042214.022397402
355,6197684.993237305
356,9830220.945278462
357,5040858.459443023
358,6186809.522631026
359,5932939.700317312
360,4989688.925100599
361,8776947.613941336
362,6662746.709926974
363,5671249.258009239
364,5175177.952577526
365,6653833.594162005
366,12783087.9648285
367,11021566.652443925
368,7010963.002727273
369,6521774.645139369
370,8448614.389708415
371,11152187.22371177
372,4953003.168308163
373,6668988.008106439
374,9059343.260043986
375,4294366.038814625
376,4428206.6119809
377,4427297.694176436
378,7881348.831819205
379,3379107.4813201367
380,7014280.77507069
381,7316788.982278852
382,8486137.718000405
383,2478864.570715086
384,4737304.948586686
385,6393123.319438145
386,6881584.000783675
387,7985157.753618819
388,7845006.66193001
389,5015925.207711669
390,7429309.635689537
391,9203810.870357992
392,9572464.596823568
393,6543569.869893392
394,9687356.303145537
395,5870353.89569206
396,7125622.218157623
397,10270610.542438256
398,4280576.037304737
399,3742671.1523235617
400,6038282.387441974
401,7228839.433980816
402,4903201.05285098
403,9693012.5528389
404,5137627.215124491
405,10324849.172307799
406,7122238.057268654
407,2117294.951830216
408,9761997.727885075
409,3148732.110142832
410,5244469.927699689
411,5737284.132068433
412,9033746.240649268
413,6247898.33308333
414,4434229.416189405
415,7102320.326403028
416,8109977.838486147
417,4134925.2287408356
418,4232421.835114756
419,4706121.810637174
420,5306402.771557682
421,4756595.200712058
422,6063632.033628401
423,10148652.68584936
424,7802618.936824724
425,6083219.8589995485
426,2906660.905691109
427,6796420.490327775
428,2149177.051648916
429,6787637.13804691
430,8601862.656174697
431,5209463.242329203
432,7815057.545128203
433,13169027.179483851
434,3862349.937045821
435,12009299.335610874
436,7259883.21917811
437,5674634.371738995
438,6969038.837860018
439,18009464.439036783
440,7261290.239684953
441,10298829.949096365
442,5169245.884546491
443,9172153.89144774
444,7158236.563514435
445,3813411.9340115595
446,5519355.876702464
447,5057711.915562771
448,6538127.883969425
449,3046893.845802041
450,6084430.320965419
451,17637777.312521815
452,6859833.173726174
453,9296995.750396233
454,5081543.542857612
455,6481719.75692151
456,11829670.10168773
457,7976455.218339245
458,5574324.867125817
459,5188029.7496521985
460,14392385.709705776
461,7592003.346394935
462,6510567.8706291495
463,9503134.141621066
464,4679399.446618196
465,9883924.079844546
466,6824319.588136268
467,7770389.180686061
468,3365391.777463828
469,5524642.818053342
470,4397468.250866841
471,4370555.931442509
472,15676862.850822592
473,5950410.0692699775
474,7365218.189317819
475,5938209.748478144
476,7281865.26529725
477,14481930.138299422
478,8379814.096301131
479,10407625.814269755
480,4477164.745905369
481,7179995.473975042
482,6557252.592533251
483,6853522.598696859
484,27407035.949885864
485,8499080.356994528
486,8698235.362160213
487,8162916.478168893
488,10805802.852501884
489,3542935.5671144333
490,4311315.387829322
491,6495922.160056601
492,13727052.365488177
493,12413568.42029225
494,3759718.593110818
495,3253004.4994907333
496,6525602.54498064
497,13241209.454259558
498,3288766.163175496
499,4556479.231849473
500,4940625.955412026
501,9019536.015772818
502,5675770.30198965
503,6620788.111732415
504,9385525.617703628
505,2754663.2029566797
506,10306760.422977101
507,6817074.617571952
508,6682767.357479092
509,3812971.2473103837
510,5292188.157098935
511,4280694.445652889
512,10313148.265140504
513,9902951.19314012
514,7663604.310640097
515,7901201.277963551
516,12646132.30396025
517,10953005.639418041
518,2856501.098528085
519,8202025.772751437
520,5958502.218070034
521,8504714.174363187
522,5550339.364785661
523,8489892.087616503
524,6865505.19136579
525,7484602.194258404
526,10097468.675124865
527,6830301.774260394
528,10417275.561914144
529,9062828.442116717
530,4246360.297795007
531,3132467.8882588795
532,6091735.826065456
533,6550420.1477476
534,5865972.006018657
535,8571999.348608011
536,6703963.486759454
537,4310917.233574953
538,5597054.917980546
539,6957043.0688066585
540,14074177.59265999
541,7439561.5503161065
542,4012594.119428279
543,9186940.07206623
544,6640911.802433484
545,4626282.669796202
546,6391057.4561303435
547,12474592.22518773
548,16063018.33276863
549,9831583.050046267
550,4852530.006057516
551,6204916.7893736875
552,7446097.5778843835
553,5651508.377600258
554,6943004.07615499
555,10165519.635406235
556,6507479.586150838
557,8824931.497760803
558,11331900.406607378
559,8443256.516006142
560,7106779.539153728
561,9547193.071495343
562,7600783.130478029
563,22732594.57298355
564,4404553.268339757
565,8422814.024026312
566,5459421.439350707
567,4451035.702349002
568,3862714.616388705
569,6891080.789023762
570,8620692.023639407
571,7582202.610704042
572,13384357.74815843
573,9411223.363908079
574,5864008.778002414
575,8638597.21332962
576,7828737.572049226
577,6094995.795375662
578,3628924.2699642163
579,14291747.692502303
580,7042255.8064028
581,5509600.202165462
582,13097504.447113067
583,6673584.460800568
584,7953603.070592951
585,3280783.013733349
586,7265955.606558159
587,7412196.426586088
588,7266639.890538108
589,3274003.716857426
590,5090574.111483753
591,14339388.968471635
592,5091761.983279558
593,10857791.851792263
594,4849314.59562088
595,5085357.371427516
596,4235601.27543667
597,2738498.3174222126
598,9736761.389797142
599,2117294.951830216
600,7594308.7746141255
601,6795354.045738265
602,8297376.190858479
603,5450704.729678156
604,4960311.061507486
605,4801848.322318915
606,7059441.533102112
607,2976943.6358128283
608,11321032.181333264
609,4600112.086229755
610,9164872.55574409
611,10859236.855406689
612,3536868.3915389935
613,5597439.226996374
614,6162914.053934573
615,7017367.302585817
616,20587080.596175484
617,3435750.8778954367
618,7123438.649598781
619,6956372.590686787
620,6743930.116887866
621,5558000.818449094
622,18722790.65253521
623,12643392.080729779
624,9179838.369196301
625,16697180.35020224
626,5269875.134604224
627,4715493.519578771
628,5924281.182887071
629,11717820.122055782
630,5564587.061680555
631,7598072.142604101
632,4285586.39595262
633,15945163.989441257
634,7408354.035672568
635,5117192.199502512
636,9023069.659122126
637,10830810.376765247
638,6088225.351258994
639,3735021.7613892173
640,5036680.776883172
641,4902959.912562419
642,7547134.020172443
643,7296891.653329735
644,3832495.8471393953
645,3296431.4101191238
646,6033129.293140902
647,5916902.412908901
648,6384718.864905339
649,4705932.547234013
650,6047472.135039161
651,10528977.720163219
652,16679062.346192474
653,6058782.044192258
654,5805771.766507896
655,5152014.790345773
656,11588716.770387987
657,8844840.887361867
658,9507182.236727271
659,10533417.22436717
660,7620953.838936813
661,10348760.913818277
662,11724815.95058749
663,5406733.7538450975
664,6671968.9524121005
665,3535984.318020233
666,8775740.660945332
667,7624430.523479952
668,9259604.308503369
669,4651439.841717166
670,3612390.3796428624
671,5950911.027242456
672,5694048.47149808
673,12116574.038196975
674,7476025.650220274
675,2169598.047343553
676,9074008.772678737
677,6397755.40457726
678,9229804.00825886
679,4949733.598268984
680,13764084.31987445
681,7305280.3391051665
682,19757430.193492714
683,5347544.244607409
684,11034037.868714875
685,6483320.013171645
686,6407619.418309913
687,3242657.8744080216
688,5057136.604172676
689,5659259.3133060215
690,5481026.545290893
691,6498232.928006978
692,5519592.822540319
693,8289334.277340044
694,10007630.178195741
695,9917064.482378988
696,6576172.020869959
697,13913309.844440203
698,4850695.538078111
699,9398490.693953402
700,10541010.093537062
701,18418044.853912424
702,4268919.334130054
703,8509067.733796665
704,4447979.733542093
705,4152733.0916153532
706,4886191.350775309
707,0.2167911585515534
708,6661997.316615285
709,8360618.661683229
710,6336907.81375819
711,4313660.688760911
712,9804085.338671334
713,3715950.1267972304
714,4362751.568262285
715,4791917.847038892
716,7341748.216349661
717,11581110.690410871
718,3775566.095184558
719,5557539.124968109
720,9450951.164768461
721,8166286.551635134
722,4961539.733953232
723,14592317.05386507
724,7268519.571298961
725,7030087.62347125
726,9519761.073839406
727,3656538.8843438537
728,4286769.164214236
729,7289721.481988383
730,3271170.9263878986
731,7880809.555186977
732,6289110.130244935
733,4757150.339299493
734,6059566.246394425
735,4837011.155868689
736,5662326.65708626
737,8003634.613864361
738,5381227.907231729
739,10703785.837827465
740,7377713.406253233
741,4255903.156666673
742,5270046.17009865
743,7351107.225042432
744,8243745.985877826
745,3976169.8155112346
746,7682283.987830198
747,3529935.9562791395
748,6583055.506408347
749,9556086.8018722
750,7095836.82028187
751,0.2586143076048854
752,6941586.9304243075
753,9240667.53962008
754,13290001.914374458
755,4088246.7903271657
756,6953474.311515883
757,4235797.606739506
758,7202762.610749733
759,6669121.425560368
760,6529589.5379524175
761,5083475.712593992
762,7436695.47781747
763,11601166.145195002
764,7005224.491158502
765,13346744.120108325
766,7620479.109569266
767,6795695.951282947
768,7183494.084522476
769,3651711.3580659907
770,7412521.955929412
771,9394149.028420163
772,10575804.535971027
773,5268891.48558524
774,7653357.625111396
775,9768418.962000227
776,6092532.105848296
777,7193968.482987318
778,7087014.075722758
779,8638045.831399646
780,6761820.825771207
781,11483753.778678326
782,7870376.575845264
783,4988169.944195547
784,11104661.394967781
785,13770915.541978318
786,8575992.747805672
787,23138259.940536994
788,5209463.242329203
789,6071146.575067647
790,3630560.4177350686
791,11639704.979426937
792,8252125.46541187
793,3349890.9822111716
794,4334930.925001061
795,9127923.73910059
796,3918220.6900316873
797,5195082.928447597
798,15311226.908879736
799,8853315.922555529
800,5994687.257929295
801,6709003.734739538
802,6423380.267165723
803,6588407.5619721
804,11105473.263740068
805,13083355.895826392
806,10231886.149852842
807,6720579.180724684
808,12507671.983120045
809,6788281.859462376
810,5028821.719749244
811,4565515.877289211
812,7914764.764894255
813,10208466.210609024
814,4106550.0093052285
815,9254776.55295598
816,5755148.318506574
817,6770696.315938078
818,3311943.666021349
819,6898273.272778079
820,3723239.4911250086
821,16225295.544272497
822,9261497.881237837
823,8137833.770026696
824,4051969.041421313
825,9632209.83107469
826,8040162.105518816
827,6850570.541337015
828,5822359.210087316
829,8535671.124080991
830,6915701.879363846
831,13544896.977862606
832,2979615.9045956046
833,7371497.0384005075
834,8889938.463908039
835,9285388.310623102
836,31657337.60618122
837,5830369.6905796705
838,6274754.894678807
839,12707705.495311901
840,6976257.700334353
841,10149312.513334349
842,11350830.420882162
843,18193840.302732334
844,9019268.020996945
845,7295742.058384296
846,6447038.056895417
847,8020167.486196652
848,8566269.061643174
849,8723240.671545152
850,7425332.983691354
851,6998616.560239286
852,8817142.031909032
853,7823427.543565809
854,13276667.046867758
855,5347912.007784573
856,9674197.512891468
857,8775509.984458288
858,6511837.7786275735
859,5398540.952015038
860,4334930.925001061
861,6834438.628404911
862,8990464.061882578
863,8410175.087234985
864,4682125.11015684
865,5102334.170348781
866,7988593.947365863
867,9692019.958907492
868,5049181.943735113
869,3105580.7958543384
870,3943700.439424133
871,4896924.01681375
872,3569717.2104166644
873,11311395.022360532
874,12407002.064360702
875,11599996.90144433
876,3571550.6019604253
877,6144054.049033127
878,12045934.450132798
879,5503114.956185234
880,8876001.543700667
881,10900847.374458047
882,4870722.245233766
883,5086457.478348468
884,2818894.3235350773
885,6482376.776819138
886,10084236.51075748
887,5390496.396880484
888,10065056.240503592
889,4858596.316199795
890,4099379.4860480777
891,3110258.896788052
892,7732265.793082681
893,8981564.123862375
894,7201834.840421114
895,4656716.566936588
896,9338409.033156123
897,10644262.041909976
898,6646998.9777077
899,5631680.636915278
900,7218040.609919898
901,5646937.188731161
902,7034992.761610015
903,9848649.148268461
904,7323760.841438852
905,24959064.95873481
906,5136024.83658518
907,7673449.839280116
908,5414910.260116884
909,9085720.344156537
910,18169280.075930297
911,14017476.77840166
912,8369509.183032763
913,14129255.896584738
914,5435722.751373273
915,4235533.071625071
916,8867459.503792452
917,4922834.965334411
918,11762893.549227359
919,8462267.200562848
920,6495517.0155998515
921,4215260.340096127
922,10784186.890989373
923,6634627.08424204
924,2789597.5753438687
925,11782881.695350716
926,4510635.810298808
927,10920191.564450178
928,10086224.583208105
929,5157739.243168455
930,5823083.5540543785
931,4019899.083916402
932,6063418.456015525
933,2987824.410940424
934,7197460.69730585
935,3612511.319697275
936,11313814.46355553
937,9117946.371911049
938,11237968.686460989
939,8260728.413743105
940,5836951.763882222
941,12271979.088080969
942,6481628.365454105
943,5968394.568605699
944,8188383.288407281
945,10435872.420177199
946,8725052.374671565
947,8495261.477861809
948,6951240.537649864
949,7471190.165833039
950,24469689.079503804
951,5952380.751116424
952,4806090.0367674455
953,6513678.456481954
954,9070651.508788608
955,14380073.627517173
956,4534109.683737737
957,4902938.878870834
958,5165336.816211954
959,6363110.050468863
960,3535984.318020233
961,12294228.84672497
962,9316827.607966218
963,13129041.098758576
964,8833996.156504665
965,12306799.883126428
966,8210494.178196615
967,7312322.24310205
968,7052790.729418819
969,14772560.189980982
970,7455708.186257113
971,11919905.419285554
972,10932272.521559145
973,6823946.089403065
974,10911408.16955413
975,9714112.64476691
976,7173178.064995408
977,9526115.53130054
978,10041395.059078474
979,3083760.615779556
980,5883106.178131522
981,8065174.912290999
982,5090574.111483753
983,6298814.247716441
984,16576666.725572703
985,7679165.5248231925
986,5186470.102967177
987,4550350.923394399
988,3216258.9188470817
989,5110922.54839967
990,7303556.049571058
991,6810050.367848424
992,31012290.251246165
993,2754663.2029566797
994,13916770.622509263
995,4786956.578942985
996,5074629.552366551
997,10742243.693923382
998,2832714.958620505
999,8108082.635114896
1000,3814256.560750431
1001,9150076.110130638
1002,23230529.602393758
1003,7505599.326341615
1004,5952627.1504731225
1005,7523558.990095376
1006,10004082.377436446
1007,8690661.109669773
1008,11308416.408762954
1009,9078660.721962912
1010,7404064.847928613
1011,3884246.8985624155
1012,2789496.225019273
1013,6073929.67791747
1014,11459102.77690854
1015,8184830.5675090235
1016,3903110.371233372
1017,7416589.266226889
1018,9268653.541561093
1019,11389401.75511901
1020,6229324.96134055
1021,6394473.193470009
1022,9797626.44311199
1023,4640112.212379365
1024,5905961.940097756
1025,10912337.073667621
1026,10934675.369633561
1027,10452315.867130075
1028,10814147.224706456
1029,5867969.019810877
1030,10640473.94473984
1031,13114462.8718124
1032,7414814.302974214
1033,6505781.064164943
1034,7497815.443970122
1035,6018888.185909538
1036,7006172.496267482
1037,5245738.937641333
1038,6451368.416992986
1039,21660823.017011173
1040,16515423.145638308
1041,2466030.7389864083
1042,16373254.890985722
1043,6639301.04048672
1044,8688435.369086474
1045,6663420.632901294
1046,8038854.113262698
1047,4936022.660125404
1048,4107406.985454207
1049,7380854.29927661
1050,7955778.236740247
1051,10974242.177831521
1052,5573658.997687454
1053,8535137.399025377
1054,5418439.613916462
1055,5906485.215060256
1056,6895671.799624213
1057,11163338.093765588
1058,5488129.97126551
1059,12369809.52303565
1060,8362049.820800025
1061,11811362.146379674
1062,10184325.844604691
1063,4750984.619715022
1064,4912339.748293316
1065,4043367.761028537
1066,9138558.88377612
1067,2974515.636691742
1068,5250748.714974964
1069,3110258.896788052
1070,5050626.110628258
1071,8271182.195410387
1072,13261026.061594497
1073,7481438.73157172
1074,6526196.9430046575
1075,6070823.437582563
1076,5330339.718663483
1077,5647921.651842955
1078,7797860.249459953
1079,7981180.328497857
1080,7828965.715387305
1081,4360921.458590321
1082,6751930.983626027
1083,6424916.301556926
1084,10238588.937249029
1085,2912939.5212691664
1086,6894430.142649485
1087,7671690.520975383
1088,21281332.656011138
1089,3555110.158062817
1090,9793630.324719824
1091,8330066.006730433
1092,6585992.578651221
1093,13636784.032655682
1094,8500595.32386933
1095,7541594.618487554
1096,7801359.112446538
1097,7099105.126149421
1098,3353515.7780912686
1099,5312637.291234932
1100,10930735.59350366
1101,5090132.521838725
1102,9014838.936482916
1103,4491908.346189788
1104,7522954.364066913
1105,5188982.326416494
1106,7170691.489223352
1107,6318025.995573048
1108,8587421.33832351
1109,9804229.21445494
1110,4083550.867371558
1111,7348871.022509782
1112,12078554.415521283
1113,14723514.389330482
1114,10251028.6759729
1115,3858773.9338679723
1116,6068611.293578141
1117,7550665.357772308
1118,7746071.608797751
1119,9286684.964170927
1120,7703222.1808740245
1121,6025199.71120714
1122,3949141.9987425148
1123,6203138.010568372
1124,3805545.27695613
1125,8103754.000923377
1126,7768852.358977153
1127,17936896.232655406
1128,4534744.815944099
1129,14497202.273896778
1130,3885219.5580154695
1131,5186470.102967177
1132,5879921.2728492785
1133,7510316.766992694
1134,4808152.115675381
1135,6781357.829166218
1136,9096848.405118212
1137,5312509.966431384
1138,6227948.690705502
1139,4492557.084917296
1140,13324309.82322762
1141,9552095.072512062
1142,11582988.657458013
1143,4820420.1644650055
1144,7053358.835613487
1145,9621509.3045289
1146,4625862.874122438
1147,9008432.94935668
1148,23214006.436861232
1149,11184020.82035121
1150,4294410.5469375
1151,9481620.488606703
1152,6836791.045186097
1153,8259660.878896496
1154,10097712.772455094
1155,11245001.664013486
1156,3644109.428993276
1157,5996215.504893888
1158,14862187.255210582
1159,5732585.454261366
1160,8720153.151174806
1161,12401683.916743781
1162,6305037.071306047
1163,5096547.003105308
1164,7188849.639183935
1165,3393479.6358818635
1166,11956742.909961544
1167,3676299.3768014144
1168,3028042.161938895
1169,6737332.738114047
1170,12705017.102880381
1171,5581007.141927341
1172,9758756.17165651
1173,6234977.299979176
1174,10410596.471221877
1175,6208101.54925162
1176,6888862.786793898
1177,12401572.581110114
1178,6158119.879417904
1179,5395595.721469307
1180,6368497.882275912
1181,5109472.257583747
1182,22924025.387386095
1183,7582914.239321557
1184,4760625.557265111
1185,7231085.432550538
1186,5591552.019522452
1187,5966286.619835686
1188,6634230.841593762
1189,3754711.2637490607
1190,4166767.2100746953
1191,4364076.988596154
1192,6519128.31528978
1193,8180427.913956048
1194,8369653.0165100265
1195,12790929.931953765
1196,6602925.940390397
1197,6496361.870997701
1198,8486810.525633708
1199,9287601.007949656
1200,9167757.093847139
1201,7244786.97156434
1202,7501802.423679229
1203,4261617.27449004
1204,4787240.282035909
1205,8521534.099641737
1206,6796856.881370071
1207,7096330.956495673
1208,3457168.182021083
1209,7315088.693277953
1210,4565007.328074395
1211,3285172.03829146
1212,13002882.344534706
1213,10045485.599519711
1214,10341130.539276449
1215,3452690.3225731878
1216,6408300.1965655
1217,3318879.1045916956
1218,4912340.394644521
1219,7249812.843840869
1220,8448614.389708415
1221,6809250.630306875
1222,3042838.186732893
1223,4676368.099580963
1224,2962829.4639790733
1225,5505596.8832483115
1226,5913022.583917846
1227,8827063.865188805
1228,6594379.8184998315
1229,8609761.370754352
1230,6157076.01235222
1231,10529435.484133374
1232,7021699.029890191
1233,10508633.088776024
1234,8461903.300838014
1235,4893331.633671715
1236,11399267.431255668
1237,7167362.812905941
1238,8435017.538102886
1239,5734771.503499328
1240,4876169.17332624
1241,4272254.5081263855
1242,6115268.915629345
1243,9577667.331325315
1244,4856689.638424295
1245,7108847.283285059
1246,6818793.038737493
1247,4186905.6903346535
1248,6364172.151936365
1249,6475767.221747693
1250,6909480.0093024345
1251,5218515.158670272
1252,12151610.454663167
1253,7399655.260987512
1254,4532642.008000349
1255,5953033.939182517
1256,3581971.876527109
1257,7874726.514563202
1258,8796120.474624986
1259,4486686.547497846
1260,5003460.069936351
1261,2785977.769196045
1262,6528364.96082999
1263,4949733.598268984
1264,5709086.887670127
1265,6174168.182512563
1266,8263581.166963121
1267,10793568.66855747
1268,12971764.606261525
1269,8821722.064324256
1270,4535436.613103681
1271,4311529.410822868
1272,9804436.066030359
1273,5014874.999404126
1274,16596965.375872346
1275,5251555.854896508
1276,9643159.811305508
1277,7747623.760266979
1278,3952322.0462400364
1279,3392527.7683364525
1280,10027824.105401676
1281,12795688.93485348
1282,2397466.9017030783
1283,6785471.649178483
1284,6754522.108681192
1285,6028909.877904553
1286,5903388.641200736
1287,12815225.658164382
1288,2681227.4981578137
1289,11873460.889510296
1290,7270712.185875695
1291,3436149.7414508816
1292,10433069.953125164
1293,3393977.2111832234
1294,6809641.858139886
1295,9083369.410395605
1296,3768432.8064498235
1297,3535984.318020233
1298,8551803.161728125
1299,6351886.2048287215
1300,5627664.965880852
1301,12893757.106796319
1302,2034243.7179408479
1303,4078302.3594631893
1304,14411784.30614496
1305,9552422.97248989
1306,6742109.625317935
1307,8189590.848501097
1308,7835325.215142436
1309,3251785.7182087568
1310,6199762.115216634
1311,6629633.63947604
1312,5079522.8708080305
1313,7156389.444726508
1314,5950644.076663973
1315,5939204.5665900195
1316,3505475.199743635
1317,9963986.753123429
1318,6894213.357941101
1319,10345139.880213272
1320,5453010.5201658765
1321,6203000.014722362
1322,5375517.328525411
1323,15397812.008260215
1324,7452494.78363555
1325,4840302.422317139
1326,6321317.577069508
1327,3063039.4397184583
1328,9149928.566269746
1329,7489126.234247963
1330,6207617.083615693
1331,2891339.6382528916
1332,7255304.198952283
1333,8339896.488878305
1334,8465471.716885598
1335,7537161.672026405
1336,3776289.4757633638
1337,8962207.368064921
1338,8467398.158500984
1339,5690411.238512841
1340,7471542.784396204
1341,5480249.574495035
1342,5265869.767648069
1343,3110189.585797932
1344,6969214.271624568
1345,6624147.599619854
1346,12752938.18783855
1347,12724385.00556228
1348,6599420.999687192
