,index,id,price_doc
262,262,30736,5889805.875839757
263,263,30737,7976802.80155164
264,264,30738,6346694.052549358
265,265,30739,3629333.017191006
266,266,30740,6513584.647221093
267,267,30741,9649944.437860379
268,268,30742,4534012.343148006
269,269,30743,4825187.347431494
270,270,30744,9371039.88545652
271,271,30745,8034496.478541578
272,272,30746,5198511.148702997
273,273,30747,13805152.88597656
274,274,30748,14053911.646222418
275,275,30749,4862300.093432727
276,276,30750,5631599.890411583
277,277,30751,4747745.451194202
278,278,30752,7558285.7031938555
279,279,30753,9880775.892814348
280,280,30754,6255484.107518625
281,281,30755,3778816.3519936013
282,282,30756,7769810.8049888695
283,283,30757,6710895.677271779
284,284,30758,9050326.292185314
285,285,30759,7015286.925040031
286,286,30760,3800865.9189163563
287,287,30761,11177444.144971585
288,288,30762,6648264.723691463
289,289,30763,10235445.678334834
290,290,30764,7543212.704529993
291,291,30765,5074142.752435016
292,292,30766,4264672.776719907
293,293,30767,11513707.658577139
294,294,30768,5482087.200338233
295,295,30769,5986552.768462776
296,296,30770,7745446.26660363
297,297,30771,2724953.3214012543
298,298,30772,9647844.400171133
299,299,30773,9237490.993445063
300,300,30774,6033680.715339025
301,301,30775,12758667.299938347
302,302,30776,6645899.3027138645
303,303,30777,7599136.595652777
304,304,30778,8539884.118895072
305,305,30779,7057062.643665861
306,306,30780,8681013.336031618
307,307,30781,6222379.235440655
308,308,30782,5651885.817157887
309,309,30783,6456641.133080342
310,310,30784,3222171.9741571913
311,311,30785,5878250.23140582
312,312,30786,4644857.798871201
313,313,30787,7455942.1309863
314,314,30788,6438504.813466839
315,315,30789,7051504.016622452
316,316,30790,7405139.83652389
317,317,30791,10305880.143283244
318,318,30792,6715842.10867106
319,319,30793,9120207.869499316
320,320,30794,15572865.846097356
321,321,30795,11700098.613630932
322,322,30796,12499881.089467643
323,323,30797,12966391.736295957
324,324,30798,2928028.2380193165
325,325,30799,10383697.39323327
326,326,30800,14937877.736080913
327,327,30801,7030746.014517872
328,328,30802,15298862.796193155
329,329,30803,2816011.548620808
330,330,30804,3401083.2323291283
331,331,30805,16442260.5590721
332,332,30806,6706146.095404958
333,333,30807,7019169.535286419
334,334,30808,9115100.329982258
335,335,30809,4722704.759259425
336,336,30810,11729698.578560274
337,337,30811,4051314.0876486404
338,338,30812,6158025.369090096
339,339,30813,5197348.778002051
340,340,30814,2906475.4208897934
341,341,30815,4139884.9670953024
342,342,30816,10157388.452315722
343,343,30817,1945641.5989101424
344,344,30818,9244117.308255926
345,345,30819,10499445.187219888
346,346,30820,5443731.992769471
347,347,30821,18286849.323477864
348,348,30822,8577944.87552335
349,349,30823,6779359.739186067
350,350,30824,4529260.618788423
351,351,30825,5554711.553543274
352,352,30826,8901005.602376454
353,353,30827,5898233.061576395
354,354,30828,6172628.659184405
355,355,30829,6683442.065495939
356,356,30830,8630868.069240324
357,357,30831,5786282.5964120645
358,358,30832,5733796.186470681
359,359,30833,5927490.912596077
360,360,30834,4765105.677968139
361,361,30835,9905131.82850716
362,362,30836,6567312.782379361
363,363,30837,5123540.272722914
364,364,30838,5078846.707400368
365,365,30839,6477248.059442626
366,366,30840,13106124.815339763
367,367,30841,10846966.478972485
368,368,30842,7598811.425719274
369,369,30843,5742698.084109179
370,370,30844,7841464.332951252
371,371,30845,10836517.185642406
372,372,30846,4834316.5389862405
373,373,30847,7250202.600530567
374,374,30848,8854683.705091542
375,375,30849,4058117.957358405
376,376,30850,4522072.9066843465
377,377,30851,4671029.080090968
378,378,30852,7700827.774902786
379,379,30853,3242880.338222823
380,380,30854,6868070.610593837
381,381,30855,7614809.097624007
382,382,30856,9334722.888649367
383,383,30857,2306964.7319557783
384,384,30858,4831004.945535266
385,385,30859,6897581.041436325
386,386,30860,6330136.02316031
387,387,30861,6230229.585966351
388,388,30862,7268721.254165598
389,389,30863,4802832.524803716
390,390,30864,7508191.517103325
391,391,30865,9623781.212375827
392,392,30866,8327585.129814729
393,393,30867,6266447.9109187275
394,394,30868,9096366.20479869
395,395,30869,6297659.410683424
396,396,30870,6983044.604553563
397,397,30871,9086205.837885516
398,398,30872,4431881.839998857
399,399,30873,3512740.340442763
400,400,30874,5371755.142242056
401,401,30875,7387962.309149333
402,402,30876,4511129.02323116
403,403,30877,9571855.486462502
404,404,30878,5158991.795737545
405,405,30879,11909598.226573683
406,406,30880,7141638.130657125
407,407,30881,1945641.5989101424
408,408,30882,10020804.960224183
409,409,30883,3086797.6797628794
410,410,30884,5424627.002845153
411,411,30885,5251222.624979898
412,412,30886,9295960.045985265
413,413,30887,6751875.031414856
414,414,30888,4019259.8989528
415,415,30889,6362825.574721703
416,416,30890,8861958.200767476
417,417,30891,4133261.202051922
418,418,30892,4294015.065468918
419,419,30893,4884020.374087546
420,420,30894,6404785.845188466
421,421,30895,4262757.777883235
422,422,30896,6113915.809871026
423,423,30897,9109775.920395888
424,424,30898,6898935.746293009
425,425,30899,5911282.31635495
426,426,30900,2948535.945927705
427,427,30901,7452931.49916909
428,428,30902,1963584.3890515408
429,429,30903,6221416.319111522
430,430,30904,9545539.790626073
431,431,30905,5294570.456448585
432,432,30906,6551797.434556135
433,433,30907,13340148.049511831
434,434,30908,3415966.974863701
435,435,30909,13286205.110873755
436,436,30910,6946736.101450095
437,437,30911,4726704.137953115
438,438,30912,6886992.801683477
439,439,30913,17123547.1065254
440,440,30914,6734745.196175045
441,441,30915,9670510.390828345
442,442,30916,5372360.126530026
443,443,30917,8486536.588644983
444,444,30918,6829642.83871976
445,445,30919,3778816.3519936013
446,446,30920,5654678.272463679
447,447,30921,4640709.10761632
448,448,30922,7054354.212997582
449,449,30923,2993353.9859721926
450,450,30924,5846599.5377471205
451,451,30925,15188863.781197654
452,452,30926,7005414.3616213165
453,453,30927,8902664.47802248
454,454,30928,5008931.409872426
455,455,30929,5846599.5377471205
456,456,30930,10695132.961507792
457,457,30931,9365161.386022111
458,458,30932,5140335.855783017
459,459,30933,4618685.738190069
460,460,30934,13559643.562622836
461,461,30935,6471087.061286762
462,462,30936,6371069.024518874
463,463,30937,8943663.92699932
464,464,30938,4277124.981342236
465,465,30939,10544144.897112064
466,466,30940,6273001.941893623
467,467,30941,7835764.508832397
468,468,30942,3259906.0897166226
469,469,30943,5550066.564791866
470,470,30944,4749282.184363121
471,471,30945,4132682.137300211
472,472,30946,15176861.462264828
473,473,30947,6566130.445024753
474,474,30948,7783641.53002151
475,475,30949,5841840.539212528
476,476,30950,7886029.881341998
477,477,30951,16250314.466440817
478,478,30952,8957347.60162485
479,479,30953,10226397.201129537
480,480,30954,4585703.352511355
481,481,30955,7246182.413814243
482,482,30956,6786603.248860602
483,483,30957,6140275.047973724
484,484,30958,27139395.888292845
485,485,30959,9684358.358071672
486,486,30960,8281130.117205664
487,487,30961,8078372.524932467
488,488,30962,11582700.453089125
489,489,30963,3410505.1625464917
490,490,30964,3882662.996199433
491,491,30965,6272475.610838382
492,492,30966,16623628.118141226
493,493,30967,10082038.065917883
494,494,30968,3301946.6336746016
495,495,30969,2986964.638988904
496,496,30970,6297724.95862286
497,497,30971,11928403.261577068
498,498,30972,3077161.985395712
499,499,30973,5394498.367489369
500,500,30974,4588003.185672663
501,501,30975,8721631.460459499
502,502,30976,5318724.276617318
503,503,30977,6727774.447884565
504,504,30978,10085403.869231006
505,505,30979,3032283.26024439
506,506,30980,9974186.339757936
507,507,30981,7370561.974592258
508,508,30982,6587133.219674131
509,509,30983,3542323.986261661
510,510,30984,5515695.287921103
511,511,30985,4224183.464853361
512,512,30986,9792377.698059218
513,513,30987,10175232.253634105
514,514,30988,6572728.210443345
515,515,30989,8225265.136143847
516,516,30990,13205043.257619208
517,517,30991,10528342.291651249
518,518,30992,2758928.811226926
519,519,30993,8407876.542736446
520,520,30994,5625848.87600303
521,521,30995,7548380.487286114
522,522,30996,5449276.612109609
523,523,30997,8409718.367285637
524,524,30998,7860263.574712997
525,525,30999,7019376.528476402
526,526,31000,10011424.347066613
527,527,31001,7376432.266412137
528,528,31002,9686369.210879846
529,529,31003,9389179.295780031
530,530,31004,3572559.7901850487
531,531,31005,3042752.26825054
532,532,31006,6193481.186641353
533,533,31007,6943215.797736589
534,534,31008,5766938.000589565
535,535,31009,9086706.914974874
536,536,31010,7391515.5103828
537,537,31011,4006236.382022737
538,538,31012,5601051.669804135
539,539,31013,6934928.737938626
540,540,31014,11662492.41787885
541,541,31015,8504813.599776905
542,542,31016,3849230.4244235633
543,543,31017,8685444.880858917
544,544,31018,7049570.940371497
545,545,31019,4365814.508960527
546,546,31020,7021852.683144818
547,547,31021,11493909.452962143
548,548,31022,14496487.47138946
549,549,31023,9399632.570510574
550,550,31024,5156666.498373219
551,551,31025,5871671.457567759
552,552,31026,7430945.735935862
553,553,31027,5402076.511023189
554,554,31028,6560240.987725727
555,555,31029,10436434.143044986
556,556,31030,6419158.667972226
557,557,31031,9402072.602361191
558,558,31032,10647362.042553756
559,559,31033,8013221.606534575
560,560,31034,6332320.5571580725
561,561,31035,9911699.520122733
562,562,31036,6730508.688539907
563,563,31037,20654983.517349936
564,564,31038,4013277.7941758595
565,565,31039,7404099.729038103
566,566,31040,5234315.31988793
567,567,31041,4189270.4581421576
568,568,31042,3649476.060805258
569,569,31043,6491584.301935051
570,570,31044,9085824.199190876
571,571,31045,6665624.121051353
572,572,31046,12517820.135740664
573,573,31047,10255016.650050895
574,574,31048,6629058.725962862
575,575,31049,8949572.830672842
576,576,31050,7357307.002548013
577,577,31051,6005062.976919397
578,578,31052,3330332.767629463
579,579,31053,15916913.79269337
580,580,31054,7298971.611453566
581,581,31055,5350723.248260414
582,582,31056,12120908.446658581
583,583,31057,5903583.148146694
584,584,31058,7553985.463404471
585,585,31059,2910122.8986139856
586,586,31060,7259195.761910849
587,587,31061,7486136.034785576
588,588,31062,7387093.873153479
589,589,31063,3033267.605903739
590,590,31064,4708767.644222157
591,591,31065,12782048.29098543
592,592,31066,5049769.435717893
593,593,31067,9752103.974575972
594,594,31068,4870620.446338493
595,595,31069,4783539.570407311
596,596,31070,4234461.75586149
597,597,31071,2831368.0097426646
598,598,31072,8038650.565647184
599,599,31073,1945641.5989101424
600,600,31074,6560371.302419033
601,601,31075,6308599.240864382
602,602,31076,8093338.830512373
603,603,31077,5180751.284612774
604,604,31078,4729351.038537746
605,605,31079,4718459.8447606675
606,606,31080,6522248.462521338
607,607,31081,2774706.9528896147
608,608,31082,11502837.18648045
609,609,31083,4631926.778319529
610,610,31084,8629435.060349086
611,611,31085,11777943.380860299
612,612,31086,3345067.2568232827
613,613,31087,5092546.821029937
614,614,31088,5273156.943077821
615,615,31089,6944438.75722661
616,616,31090,22195363.92654535
617,617,31091,3032838.6056054956
618,618,31092,7023154.872864604
619,619,31093,7777629.86670184
620,620,31094,6877238.057768161
621,621,31095,5026280.772504491
622,622,31096,19437909.855873592
623,623,31097,11666768.799667003
624,624,31098,11036333.15994683
625,625,31099,16864908.085857008
626,626,31100,4593002.213073024
627,627,31101,4337433.952581481
628,628,31102,7475647.095617421
629,629,31103,12751840.27631463
630,630,31104,5931780.208749274
631,631,31105,7448218.268060537
632,632,31106,4245704.049586272
633,633,31107,16984122.23066477
634,634,31108,8021325.741750554
635,635,31109,4912977.860157518
636,636,31110,8337611.892538696
637,637,31111,11325930.065703461
638,638,31112,5716611.7648279015
639,639,31113,3471290.3877884946
640,640,31114,5078391.983316496
641,641,31115,5043225.610908644
642,642,31116,6451575.432526212
643,643,31117,7706068.458130799
644,644,31118,3441220.4761348288
645,645,31119,3073568.8651940813
646,646,31120,5753611.562330656
647,647,31121,5448699.847292952
648,648,31122,6507265.424610925
649,649,31123,4536968.345661971
650,650,31124,6731882.379573498
651,651,31125,9494355.342923677
652,652,31126,16156824.413273742
653,653,31127,6189116.269371866
654,654,31128,6408313.53727912
655,655,31129,5032619.25829785
656,656,31130,11852998.111558937
657,657,31131,8208512.885147883
658,658,31132,9776442.252820162
659,659,31133,10800081.869402645
660,660,31134,8493288.759477228
661,661,31135,10618235.732074944
662,662,31136,11678527.922563832
663,663,31137,4920986.960384502
664,664,31138,7607401.206825607
665,665,31139,3614820.148074176
666,666,31140,8869642.987135736
667,667,31141,8049017.999083754
668,668,31142,8871100.991539184
669,669,31143,4456382.983646655
670,670,31144,3338214.4693493326
671,671,31145,4797338.546033575
672,672,31146,5535242.591398284
673,673,31147,13257351.01842309
674,674,31148,7578738.997937843
675,675,31149,1980925.5427748812
676,676,31150,8891476.368748613
677,677,31151,5816138.529742886
678,678,31152,9187808.796970231
679,679,31153,4880922.769845129
680,680,31154,12842357.839165794
681,681,31155,6984244.156371675
682,682,31156,9736058.664853198
683,683,31157,5010700.400254465
684,684,31158,11022678.298986169
685,685,31159,6791620.376112563
686,686,31160,5164447.507044026
687,687,31161,2961963.116744729
688,688,31162,4770162.202833429
689,689,31163,5721446.24901417
690,690,31164,5596887.193948723
691,691,31165,6213864.228151066
692,692,31166,5426144.952219989
693,693,31167,6589387.8768090485
694,694,31168,10225097.592558976
695,695,31169,7974043.240573536
696,696,31170,6294647.964018197
697,697,31171,15813700.400166176
698,698,31172,4815427.560360376
699,699,31173,10841889.688081205
700,700,31174,10522677.345040726
701,701,31175,14464000.183776688
702,702,31176,4567189.6234767195
703,703,31177,8675375.580026833
704,704,31178,4163329.9050838226
705,705,31179,4395529.426705351
706,706,31180,4742520.10147077
707,707,31181,7369276.83747528
708,708,31182,6338568.706576395
709,709,31183,7936283.398554654
710,710,31184,5999563.378744342
711,711,31185,3670136.186243954
712,712,31186,9581050.099936385
713,713,31187,3424396.3758871607
714,714,31188,4536968.345661971
715,715,31189,4726679.626393373
716,716,31190,7134765.41422139
717,717,31191,13015320.888944343
718,718,31192,3838448.7920974726
719,719,31193,5633489.880855495
720,720,31194,8490493.895947801
721,721,31195,9245868.292236648
722,722,31196,5135193.491898423
723,723,31197,14936297.497892061
724,724,31198,7910751.59516729
725,725,31199,6462863.920491369
726,726,31200,10411198.394633902
727,727,31201,3681755.235428717
728,728,31202,4274366.52297599
729,729,31203,7571043.71872597
730,730,31204,3162680.1454176786
731,731,31205,8294273.644064779
732,732,31206,6020606.718720411
733,733,31207,4850811.6804621285
734,734,31208,5504934.150578521
735,735,31209,4892851.6274247505
736,736,31210,5752412.010760321
737,737,31211,8266186.201147424
738,738,31212,5242023.154838935
739,739,31213,11597306.170881461
740,740,31214,6737339.120156367
741,741,31215,4376600.563441742
742,742,31216,5492529.012671963
743,743,31217,7206510.354659861
744,744,31218,7931704.027497625
745,745,31219,4287517.402811264
746,746,31220,6443959.057239057
747,747,31221,3390558.073546756
748,748,31222,7043310.375179444
749,749,31223,8953877.216551775
750,750,31224,7123826.711926195
751,751,31225,9924190.078730058
752,752,31226,6987928.206848718
753,753,31227,8554559.271071495
754,754,31228,12677757.926122524
755,755,31229,3881050.4358647508
756,756,31230,6385143.51058887
757,757,31231,3693361.1737635722
758,758,31232,6720935.925247453
759,759,31233,5961587.437454368
760,760,31234,6506681.890079983
761,761,31235,4931858.258256766
762,762,31236,6445687.1507984465
763,763,31237,10808105.817289384
764,764,31238,6478244.884072835
765,765,31239,13255283.487073505
766,766,31240,7745610.78473649
767,767,31241,5998002.3121000705
768,768,31242,6996486.726759222
769,769,31243,3404241.0084568546
770,770,31244,7366859.158117434
771,771,31245,8703248.198049793
772,772,31246,10310423.941447383
773,773,31247,4948176.35045352
774,774,31248,7819963.077278769
775,775,31249,9256846.655804563
776,776,31250,6281162.03799406
777,777,31251,7103336.879398306
778,778,31252,7134898.916685074
779,779,31253,9157805.655754099
780,780,31254,6393602.684337127
781,781,31255,11503671.148963427
782,782,31256,7207874.071211908
783,783,31257,4734193.388327221
784,784,31258,11521692.347635748
785,785,31259,9651550.995701442
786,786,31260,8643907.565128276
787,787,31261,16646983.598712835
788,788,31262,5294570.456448585
789,789,31263,5576949.001303879
790,790,31264,3438770.811571674
791,791,31265,12007305.232888676
792,792,31266,9242012.308689289
793,793,31267,3565340.733997224
794,794,31268,4065817.9266271503
795,795,31269,8804966.000412405
796,796,31270,3617685.147849112
797,797,31271,5002669.1814014185
798,798,31272,15790067.935623335
799,799,31273,8171398.306916882
800,800,31274,5446936.145739352
801,801,31275,7052173.317968496
802,802,31276,6780432.336137877
803,803,31277,6736048.710141433
804,804,31278,11980631.582550077
805,805,31279,12622361.67429031
806,806,31280,10616248.122803785
807,807,31281,6877235.454842511
808,808,31282,11572991.161613958
809,809,31283,7355219.056864898
810,810,31284,4773275.98909462
811,811,31285,4163776.2392645557
812,812,31286,9719582.641022371
813,813,31287,9534832.07856029
814,814,31288,4188116.3424572297
815,815,31289,10704718.836597564
816,816,31290,5836073.42503742
817,817,31291,7074807.865540094
818,818,31292,3338368.5201140856
819,819,31293,7059784.837614092
820,820,31294,3549217.295297663
821,821,31295,15184656.837176936
822,822,31296,8668913.439812941
823,823,31297,8076803.326225721
824,824,31298,3654690.153399951
825,825,31299,9063451.109142385
826,826,31300,8416338.292020597
827,827,31301,6777609.206719118
828,828,31302,5528250.076207917
829,829,31303,9041749.624221811
830,830,31304,6675856.493091895
831,831,31305,12175196.343541577
832,832,31306,2762446.4937962187
833,833,31307,7719320.726892775
834,834,31308,9326392.878383132
835,835,31309,9713961.126940597
836,836,31310,31850091.155556515
837,837,31311,6356350.602473472
838,838,31312,5825882.318660331
839,839,31313,12058166.405939873
840,840,31314,6263466.867477564
841,841,31315,9560136.868405677
842,842,31316,12099426.895443864
843,843,31317,19466312.997668214
844,844,31318,9113836.339409657
845,845,31319,6529932.978293124
846,846,31320,7638062.095592353
847,847,31321,7811526.54081159
848,848,31322,7769810.8049888695
849,849,31323,9629453.253468726
850,850,31324,7588568.7303630905
851,851,31325,6380332.854568465
852,852,31326,7556900.016661718
853,853,31327,8328375.404745097
854,854,31328,14761208.707367614
855,855,31329,5174077.92217869
856,856,31330,10257824.430982705
857,857,31331,8458494.319527818
858,858,31332,5973196.3770646015
859,859,31333,5228702.536212501
860,860,31334,4065817.9266271503
861,861,31335,6202967.856072866
862,862,31336,9604242.623503864
863,863,31337,8129682.058766618
864,864,31338,4351277.353638931
865,865,31339,5126509.704918912
866,866,31340,6237241.079655666
867,867,31341,9081740.693076983
868,868,31342,5516520.995662835
869,869,31343,2958414.290542764
870,870,31344,3980503.630666895
871,871,31345,4785278.014999187
872,872,31346,3371642.4492838224
873,873,31347,8564529.042556435
874,874,31348,12519224.630344447
875,875,31349,12079325.3864848
876,876,31350,3346482.0950962487
877,877,31351,6043592.71387041
878,878,31352,10932900.944519753
879,879,31353,5457566.301612105
880,880,31354,9552942.720077213
881,881,31355,10702325.937996387
882,882,31356,4690128.689320162
883,883,31357,4933406.450599919
884,884,31358,2711936.4557982446
885,885,31359,6414006.63113859
886,886,31360,10756414.588442184
887,887,31361,5181357.536031231
888,888,31362,9707083.238164317
889,889,31363,4846207.142399161
890,890,31364,3952732.454484005
891,891,31365,3094787.835056763
892,892,31366,7566240.6389262425
893,893,31367,10725799.29660602
894,894,31368,7482705.711200715
895,895,31369,4363286.950139305
896,896,31370,8081952.687346738
897,897,31371,11518629.86383998
898,898,31372,6665905.212646848
899,899,31373,5902902.595201159
900,900,31374,7259956.544942935
901,901,31375,5567469.235256818
902,902,31376,6467390.751230695
903,903,31377,10127620.266948886
904,904,31378,7114386.006413657
905,905,31379,22184198.043950904
906,906,31380,4017476.4862520304
907,907,31381,8060630.924883891
908,908,31382,6109030.511760205
909,909,31383,9265368.50235036
910,910,31384,19145985.152497184
911,911,31385,14517169.797356414
912,912,31386,8294996.995548344
913,913,31387,13843944.166951405
914,914,31388,5331450.288010588
915,915,31389,3970859.9818647127
916,916,31390,9328768.83282711
917,917,31391,4839046.833287454
918,918,31392,11902240.820540711
919,919,31393,9788739.470133392
920,920,31394,6757228.623715829
921,921,31395,4189080.908740887
922,922,31396,10673118.633856796
923,923,31397,6904979.274123742
